id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16702612,Updated Bachelor 2 Min from Sbwy Private Entrance,30654608,1462652330519095938,David,,Dufferin Grove,43.65756,-79.4336,Entire home/apt,94,28,218,2026-03-02,1.94,12,100,2,
11675421,Bright Bsmt APT in Trendy Dufferin Grove,30654608,1462652330519095938,David,,Dufferin Grove,43.65898,-79.4337,Entire home/apt,100,28,249,2026-01-24,2.02,12,262,2,
30061545,Beautiful Toronto Condo in West End!,38955498,1462679995872388226,Kimberlee,,Dufferin Grove,43.65705,-79.44477,Entire home/apt,215,28,5,2019-08-12,0.06,1,358,0,
2247703,Calm in the heart of the city,8303778,1462765032170142361,Anup,,Dufferin Grove,43.65776,-79.44471,Entire home/apt,606,2,44,2026-05-18,2.07,1,16,25,STR-2402-FDRHHP
12098501,Stylish King Bedroom Private Suite Near Subway,14614900,1462942767658417682,Matthew,,Dufferin Grove,43.656878107055952,-79.44046406,Entire home/apt,,2,48,2026-05-01,0.54,1,1,5,STR-2308-HHSDVW
27029126,Beautiful Spacious 1 Bed Condo Bloor West Village,202845705,1463146537150123220,Jacquelyn,,Dufferin Grove,43.6572,-79.44482,Entire home/apt,159,28,38,2019-10-14,0.4,2,365,0,
23223060,Private place close to all transit and FIFA,22046201,1463170230712587943,Amy,,Dufferin Grove,43.656604297056113,-79.44685367,Entire home/apt,286,1,209,2026-04-27,2.32,1,54,39,STR-2408-FXBFBR
4351332,"Contemporary, Bright, West End",22065958,1463170703057600016,Barbara,,Dufferin Grove,43.6515,-79.43989,Private room,49,28,37,2022-10-01,0.26,1,230,0,
13770273,Gorgeous Bloordale Living,80794659,1466983808004260744,Jeffrey,,Dufferin Grove,43.654605300000007,-79.442767,Private room,119,2,517,2026-03-21,4.3,3,7,37,STR-2107-FVCVHD
14549864,West End Studio Apartment with private Patio,90046768,1467090082528757551,Christopher,,Dufferin Grove,43.65685,-79.43701,Entire home/apt,142,29,60,2022-07-31,0.51,1,89,0,
24536343,Bright Blue-y Room DufferinGrove near subway,129316348,1468297055988449149,Kalsang,,Dufferin Grove,43.65654,-79.43798,Private room,177,1,55,2025-09-11,0.57,2,62,5,STR-2304-FPPHHQ
19934451,Stylish Urban Loft • Parking • Danforth • Beaches,159947,1462511269386217096,Rosanne,,East End-Danforth,43.68584813,-79.30634572,Entire home/apt,212,28,161,2023-11-13,1.5,1,318,0,STR-2012-HDVHHJ
2721128,"Small, Sweet & Complete Suite",377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68361,-79.30568,Entire home/apt,63,28,100,2025-07-07,0.7,18,304,1,
1301718,Uber Upper Beach 3 Bedroom Suite,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68516,-79.29243,Entire home/apt,162,28,26,2023-09-04,0.18,18,143,0,
429943,Super Studio in the Upper Beach,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68672,-79.29328,Entire home/apt,81,28,48,2025-11-14,0.28,18,328,1,
571429,Chic Upper Beach 3 Bedroom Beauty,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68519,-79.29338,Entire home/apt,,28,29,2021-10-09,0.18,18,23,0,
1033151,The Great Gerrard - Paris Suite,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.6809,-79.30485,Entire home/apt,82,28,58,2026-02-02,0.37,18,327,3,
1348067,The Great Gerrard - Toronto Suite,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68358,-79.30637,Entire home/apt,85,28,24,2024-11-30,0.16,18,235,0,
666670,Super Studio in the Upper Beach II,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68614,-79.29126,Entire home/apt,80,28,47,2023-09-07,0.3,18,328,0,
1110760,The Great Gerrard - New York Suite,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68239,-79.30521,Entire home/apt,76,28,40,2025-07-07,0.25,18,265,1,
1092407,Great Gerrard - Mona Lisa Suite,377846,1462511495730208840,Nick & Nena,,East End-Danforth,43.68185,-79.30506,Entire home/apt,81,28,37,2025-05-16,0.24,18,174,0,
24743672,Upper Beaches Hidden Gem (Queen Bed & Yoga Room),702688,1462526693304473838,Vikram,,East End-Danforth,43.68716,-79.30669,Private room,120,1,141,2026-01-11,1.44,1,121,20,STR-2202-FSBRVC
17239489,Private 1BR Suite + Hot Tub | Full Kitchen | Beach,30597584,1462652132887374262,Georgina,,East End-Danforth,43.689077064807215,-79.30557023,Entire home/apt,116,28,69,2025-12-23,0.63,1,356,1,STR-2012-FLSXVB
8049960,Charming East York room 18 minutes to Union Stn,6043992,1462696395014258488,Kirsten,,East End-Danforth,43.68585252,-79.30688015,Private room,126,2,253,2026-05-23,1.95,2,48,23,STR-2010-GMCKPG
8050424,Cozy East York room 18 minutes to Union Stn,6043992,1462696395014258488,Kirsten,,East End-Danforth,43.68719,-79.30682,Private room,97,1,230,2026-05-18,1.84,2,41,23,STR-2010-GMCKPG
2061445,Upper Beach House Overlooking Park with Parking,9116432,1462795333369289259,Christian,,East End-Danforth,43.68004,-79.30925,Entire home/apt,630,1,95,2026-04-07,0.71,1,30,11,STR-2012-GYKVHH
13815302,Bright Cozy Room in Beautiful House,81342792,1462828822287025926,Helena Maria,,East End-Danforth,43.6852,-79.30498,Private room,80,2,161,2026-05-17,1.37,3,310,22,STR-2204-GPKBHG
17534845,The Park View: Upper Beach Oasis,12617176,1462891827573868991,John David,,East End-Danforth,43.682555699999988,-79.3022665,Entire home/apt,,2,79,2026-05-15,2.77,2,336,35,STR-2310-GFHVHS
6078984,Cosy Edwardian B&B in Upper Beach,22686317,1463185911950572642,Lois,,East End-Danforth,43.68339,-79.29335,Private room,,1,119,2026-05-10,0.91,1,29,23,STR-2010-FVCKVD
4516591,"Toronto Beaches, Large, Bright 1 bedroom",23417144,1465273011084704771,Lindsay,,East End-Danforth,43.68187,-79.28826,Entire home/apt,76,28,81,2026-03-01,0.8,1,110,6,STR-2012-GXVHHH
5669069,Great Value Private Bedroom in Stunning Home,29389698,1465432797683425784,Janvier,,East End-Danforth,43.6827,-79.3063,Private room,54,28,38,2025-11-03,0.28,4,168,2,
6169759,Private Room in a Beautiful Home,29389698,1465432797683425784,Janvier,,East End-Danforth,43.68118,-79.30681,Private room,51,28,22,2024-04-25,0.16,4,143,0,
6171161,Cozy Room in a Beautiful Home,29389698,1465432797683425784,Janvier,,East End-Danforth,43.68349,-79.3082,Private room,51,28,4,2025-04-07,0.04,4,140,0,
13151442,Bright East-Toronto 2 Bedroom Near Subway,65604692,1466811305427881455,Lynne Huston,,East End-Danforth,43.68421,-79.31039,Entire home/apt,291,2,207,2026-05-18,2.2,1,213,36,STR-2012-GFBDVF
14163229,Gowercourt  Townhouse,85669323,1467032316243635256,Jackie,,East End-Danforth,43.6904,-79.2955,Private room,81,28,0,,,1,267,0,
15714676,Private Bright Beach Hill Lower Guest Suite,100791919,1467210035996274538,Justine,,East End-Danforth,43.68198,-79.30835,Entire home/apt,278,1,137,2026-05-17,4.55,1,236,47,STR-2310-HYSDVY
20712899,"Bright,Newly renovated, sleeps 4, 1bdrm,bsmt suite",148292740,1468452572263453708,Karen,,East End-Danforth,43.68778,-79.30773,Entire home/apt,97,28,151,2025-05-01,1.43,1,338,0,
25720243,"Bright, Cozy Apartment on Danforth Village.",193455771,1469006803419515877,Guadalupe,,East End-Danforth,43.68963,-79.29793,Entire home/apt,145,28,160,2025-09-28,1.68,1,268,12,STR-2010-GPYXPG
30230281,Private Room in the heart of Danforth/Toronto,227026801,1469208348122405419,Arifur,,East End-Danforth,43.68951,-79.29696,Private room,142,28,1,2019-08-29,0.01,1,365,0,
25082702,Private Room & Bathroom to Rest & Relax (Room #2),181695830,1463077420273554432,Bruce,,Eglinton East,43.74324,-79.24319,Private room,88,28,28,2020-01-21,0.29,1,89,0,
23614159,Feel the warmth hospitality.,157627670,1468536602184530713,Aruna,,Eglinton East,43.74094,-79.24239,Private room,77,30,7,2022-12-17,0.07,1,269,0,
32820457,"Close to Scarborough Mall, Library, Banks",246906243,1469309734612995975,Mysel,,Eglinton East,43.74149,-79.26047,Private room,54,30,2,2019-08-14,0.02,3,365,0,
20615662,5 Star Full  Basement Apartment  Free Car Park,89160022,1467081095979144197,Biplab,,Elms-Old Rexdale,43.7138,-79.54615,Entire home/apt,86,28,264,2019-09-27,2.48,1,90,0,
1856109,Beautiful and Cozy Home for Rental,1989442,1462583536743793381,Pellumb,,Englemount-Lawrence,43.71718,-79.44104,Entire home/apt,172,1,687,2026-04-22,4.52,1,191,42,STR-2010-FHKRPB
11736165,Clean +  modern mid-town TO condo,2365223,1462593155666953222,H,,Englemount-Lawrence,43.72167,-79.43235,Private room,56,28,44,2019-09-01,0.36,1,89,0,
24113998,Beautifully decorated main floor studio,162433636,1463013319641950307,Bryan,,Englemount-Lawrence,43.72285,-79.44438,Entire home/apt,113,28,80,2026-01-17,0.81,2,359,6,
22229540,Beautiful Second Floor 1BR Suite Yorkdale/Parking,162433636,1463013319641950307,Bryan,,Englemount-Lawrence,43.72287,-79.4458,Entire home/apt,155,28,76,2024-06-30,0.74,2,265,0,
22230917,Bright Second Floor One Bedroom,162445410,1468580855016036754,Jack,,Englemount-Lawrence,43.7232,-79.44627,Entire home/apt,125,28,72,2026-01-31,0.7,1,359,4,
17648273,Nice clean charming place with WiFi,120069179,1462917609687335990,Naresh,,Eringate-Centennial-West Deane,43.6645,-79.57684,Entire home/apt,111,28,39,2025-10-19,0.36,1,151,3,STR-2011-FJPDVB
31448839,Chic Condo near BMO field and downtown!,7811697,1462741802358242095,Brenna,,Etobicoke West Mall,43.63923386,-79.56182321,Entire home/apt,344,2,83,2026-04-11,2,1,327,32,STR-2211-HFXPHW
22355676,Great location 1-bdrm apartment.,61369802,1466755260025995141,Alina,,Etobicoke West Mall,43.65018,-79.57125,Entire home/apt,149,1,48,2026-05-10,0.48,1,159,9,STR-2306-GPBPHT
31760051,Prime Location Near Airport & FIFA Stadium,95140726,1467146880455016731,Alma,,Etobicoke West Mall,43.65121,-79.57546,Entire home/apt,427,3,66,2022-10-12,0.75,1,154,0,STR-2010-FWFXPD
21290119,A Bedroom in an Elegant Condo for Ladies Only,143181264,1468412033399597037,Namitha,,Etobicoke West Mall,43.64,-79.56326,Private room,76,28,108,2024-08-31,1.04,1,231,0,STR-2103-GPXXVG
2274060,1 BR-Close to DonMills & Eglinton,1854872,1462520789319981826,Nadarajah Rajakulasingam,,Flemingdon Park,43.71951,-79.3356,Private room,36,28,40,2024-10-31,0.28,2,364,0,
32548753,Private modern Forest Hill Suite,24375483,1465287390713125003,David,,Forest Hill North,43.70584,-79.41894,Entire home/apt,100,28,242,2026-04-27,2.74,1,266,3,STR-2305-FMPKVQ
27362038,Forest Hill Toronto Condo - LONG TERM ONLY,198821369,1469036098029970694,Shirley,,Forest Hill North,43.7008,-79.42667,Entire home/apt,,180,2,2019-03-02,0.02,1,4,0,
9845157,1 BDR in Charming Brownstone!,9009104,1462792606868966752,Johanna,,Forest Hill South,43.68976,-79.42088,Private room,75,28,2,2018-09-30,0.02,1,177,0,
11991308,AN URBAN OASIS,28621092,1465422428750134684,Rikki,,Forest Hill South,43.68779,-79.41313,Entire home/apt,204,28,35,2019-05-15,0.28,1,178,0,
22106205,Warm comfortable place Public transit at door,152636901,1468497063927091699,Tim,,Forest Hill South,43.70201,-79.41657,Private room,86,28,61,2025-07-03,0.6,1,269,1,
29340107,Toronto’s homestay,112322647,1462900722502185021,Eleanor,,Glenfield-Jane Heights,43.75409,-79.51043,Private room,102,28,0,,,4,365,0,
19831959,Room to stay,112322647,1462900722502185021,Eleanor,,Glenfield-Jane Heights,43.75204,-79.51261,Private room,113,28,1,2019-05-31,0.01,4,365,0,
17423728,North York Homestay,112322647,1462900722502185021,Eleanor,,Glenfield-Jane Heights,43.75242,-79.51224,Private room,91,28,2,2018-06-24,0.02,4,365,0,
19531504,Private room to stay,112322647,1462900722502185021,Eleanor,,Glenfield-Jane Heights,43.7527,-79.51052,Shared room,91,28,1,2018-08-06,0.01,4,365,0,
30677861,Self-Check-In Queen Size Room by BOKHomes Kuinai,228311136,1469216118026312684,Kuinai,,Glenfield-Jane Heights,43.742379440337288,-79.5207548,Private room,69,1,294,2026-05-22,3.25,6,7,42,STR-2010-HPRRVK
31013111,Superhost King Self-Check-In Quiet Private Room #2,228311136,1469216118026312684,Kuinai,,Glenfield-Jane Heights,43.742711702270228,-79.52068567,Private room,71,1,366,2026-05-21,4.09,6,2,44,STR-2010-HPRRVK
24898813,Beautifully renovated home in Little India,61396,1462508034868425275,Courtenay,,Greenwood-Coxwell,43.67529,-79.32253,Entire home/apt,122,28,10,2024-12-29,0.1,1,111,0,STR-2408-GCRSBS
921532,A Tiny Hotel: The Malibu Room,4954899,1462538097855751982,Kristin,,Greenwood-Coxwell,43.67702,-79.322,Private room,100,1,262,2026-05-08,4.47,4,55,78,STR-2205-GKHVHF
12761302,Cozy apartment in Lesliville,20803742,1462614622149259569,Jelena,,Greenwood-Coxwell,43.668815667553687,-79.32543869,Entire home/apt,96,28,61,2023-04-14,0.5,1,270,0,STR-2110-HGWVHJ
6852254,Cute Family Home in Leslieville Parking & No Fees,35905691,1462670244646714271,Shreeti,,Greenwood-Coxwell,43.67363,-79.32152,Entire home/apt,514,2,32,2025-09-01,1.39,1,104,16,STR-2404-GZMXVV
20732368,Sunlit Private Suite Treetop Balcony,108988081,1462893024085151325,Nicole,,Greenwood-Coxwell,43.67117,-79.3228,Entire home/apt,290,1,232,2026-05-18,2.2,1,354,22,STR-2409-HXJLBY
4824175,Charming Cozy Home In Leslieville.,24840870,1465321290635252196,John Q,,Greenwood-Coxwell,43.67441,-79.32014,Entire home/apt,471,8,156,2026-01-03,1.14,1,345,2,STR-2105-FRKXVC
6235796,East of downtown Toronto: Comfortable Private Room,32354557,1465475155494780284,Philip,,Greenwood-Coxwell,43.68036,-79.32556,Private room,63,28,6,2025-10-01,0.04,2,178,1,
20498240,East of downtown TO Big & Comfortable Private Room,32354557,1465475155494780284,Philip,,Greenwood-Coxwell,43.67923,-79.32498,Private room,78,28,0,,,2,177,0,
15844124,"Modern 1-1 Suite, The Danforth @upperbeaches .ca",33528579,1465490498605617442,Andrea,,Greenwood-Coxwell,43.68053,-79.32388,Entire home/apt,268,28,98,2024-07-31,0.85,2,360,0,STR-2010-GQCKPG
25680116,"Modern 1B-1B Suite, Danforth @upperbeaches .ca",33528579,1465490498605617442,Andrea,,Greenwood-Coxwell,43.68053,-79.32388,Entire home/apt,275,28,69,2023-11-01,0.71,2,354,0,STR-2010-GQCKPG
15115175,The Danforth Suite - 3 minute walk to subway,47146729,1465707215376919112,Jennifer,,Greenwood-Coxwell,43.68113,-79.32901,Entire home/apt,78,28,139,2026-02-16,1.19,1,75,12,STR-2204-GRXBHG
13680086,Cozy Leslieville Home Near the Beach & Downtown,79636088,1466972604898098921,Tracy,,Greenwood-Coxwell,43.67056,-79.32366,Entire home/apt,,1,34,2026-04-14,0.28,1,12,9,STR-2403-HRSPHY
26042659,Relax in Leslieville (private washroom),98407572,1467183617595664163,Michael,,Greenwood-Coxwell,43.66304,-79.32618,Private room,63,28,281,2024-03-08,2.91,3,143,0,STR-2010-JCVDPM
23883291,"Private Suite• Walk to Beach, Concerts & Transit",102637412,1467231535076636104,Michelle,,Greenwood-Coxwell,43.67081,-79.3195,Private room,193,1,259,2026-05-10,2.61,1,221,8,STR-2205-FJDBHB
22466844,Dani's Den: Private suite w. separate entrance.,148426767,1468453576914540313,Dani,,Greenwood-Coxwell,43.67515,-79.32219,Entire home/apt,217,1,113,2026-05-20,4.98,1,134,35,STR-2406-GWXPPV
26395861,Room with a view. Bright  and comfortable.,71594994,1462795421306840687,Arun,,Guildwood,43.746818542480469,-79.20827484,Private room,126,1,48,2025-07-14,0.5,3,326,3,STR-2009-GLJKPG
28559859,Private Double sized bed. Central. Buses nearby.,71594994,1462795421306840687,Arun,,Guildwood,43.74587,-79.20908,Private room,98,1,94,2025-09-30,1.01,3,352,5,STR-2009-GLJKPG
3869911,House in Guildwood Village,19985155,1463096251927976088,Nermin,,Guildwood,43.75292,-79.19647,Entire home/apt,302,2,7,2026-05-17,0.89,1,218,7,STR-2507-GPWYBT
19026400,Beautiful House with a large backyard.,22351037,1463177666089141979,Misha,,Guildwood,43.74085,-79.20682,Entire home/apt,182,28,9,2020-08-03,0.08,1,143,0,
8546395,Guildwood BnB - Brandy Room,35564550,1465525466628611416,Regina,,Guildwood,43.75555,-79.18023,Private room,,2,280,2026-05-01,2.16,2,0,24,STR-2009-FHFXPB
7093099,Guildwood BnB - Pink Room,35564550,1465525466628611416,Regina,,Guildwood,43.7537,-79.1804,Private room,76,1,221,2026-05-12,1.69,2,274,25,STR-2009-FHFXPB
12772089,Large Room in Toronto,51175293,1465794672768725121,Jith,,Guildwood,43.754320788711581,-79.18151136,Private room,65,29,43,2026-04-30,1.41,4,48,2,STR-2309-HPLDVX
27084537,"Beautiful, comfy home in amazing location!",79182995,1466968156754112000,Pargana,,Guildwood,43.74784,-79.20223,Entire home/apt,187,28,47,2026-01-31,0.49,1,326,1,STR-2012-HKHHHK
112842,Gorgeous Condo near High Park!!,575127,1462522312765601112,Micheline,,High Park North,43.65703,-79.46719,Entire home/apt,19,120,12,2017-03-05,0.07,1,235,0,
27311030,Spacious and Cozy Home in High Park,2326374,1462523546657219184,Joseph,,High Park North,43.66135,-79.45887,Entire home/apt,856,1,57,2026-05-17,0.69,1,276,12,STR-2012-HHHHHJ
3270314,Toronto High Park Apartment,1200367,1462539543369031674,Grace,,High Park North,43.65916,-79.46186,Entire home/apt,100,28,62,2026-04-26,0.43,3,203,2,
12832568,Toronto High Park Beach Pad,1200367,1462539543369031674,Grace,,High Park North,43.66037,-79.46082,Entire home/apt,85,28,45,2025-11-25,0.37,3,235,5,
13769161,High Park North Studio,6835377,1462547497913559726,Maureen,,High Park North,43.66145,-79.45871,Private room,167,1,464,2026-05-17,4.1,1,1,21,STR-2304-GJBHHS
24247624,High Park/Junction Hideaway,11167009,1462577477230290887,Ellen,,High Park North,43.655861371937377,-79.46112263,Entire home/apt,77,28,38,2025-08-31,0.39,1,168,1,STR-2304-FMVHHQ
28684811,Spacious High Park Studio,2085804,1462586000159021240,Howie,,High Park North,43.65472,-79.47276,Entire home/apt,173,1,96,2026-05-16,1.04,1,32,47,STR-2507-HWPSBY
670171,Refreshing High Park Apt - close to Lake / Nature,3395349,1462627615589662594,Suzanna,,High Park North,43.65627,-79.45863,Entire home/apt,140,28,0,,,1,363,0,
19904208,Spacious High Park House w/ Backyard + Parking,4628985,1462661922568094185,Kelly,,High Park North,43.65704,-79.46592,Entire home/apt,316,28,107,2025-12-12,1,1,328,2,STR-2009-GZPDPH
17330866,2 Beds/Private Bathroom- Bloor West Village C,5293359,1462677400191307031,Luis,,High Park North,43.65963,-79.47797,Private room,177,1,197,2026-05-11,1.95,3,62,27,STR-2009-GWYXPH
22278502,"2 BEDS, Bloor West Village /High Park - A",5293359,1462677400191307031,Luis,,High Park North,43.6592,-79.47922,Private room,100,1,256,2026-05-18,2.52,3,104,37,STR-2009-GWYXPH
9807916,"Private 2 bdrm, 1 living room in High Park North",42383553,1462690451304840309,Roxy,,High Park North,43.65688,-79.45895,Private room,104,28,54,2023-01-02,0.51,1,364,0,STR-2207-HHSPHJ
15375820,Large Beautiful Room in High Park @ subway,98243243,1462866554353514168,Samira,,High Park North,43.65954,-79.4666,Private room,126,28,71,2024-12-16,0.61,1,358,0,STR-2207-HDKDVJ
17570124,luxurious One bed room&den with Parking,117998634,1462912939932687139,Lee,,High Park North,43.65465,-79.46208,Entire home/apt,470,28,233,2021-01-17,2.08,1,68,0,
18581775,Upper private multi level suite in High Park,129010687,1462937274133797477,Diane,,High Park North,43.66042,-79.4685,Entire home/apt,277,29,2,2025-09-15,0.1,1,191,1,STR-2104-FKXXVB
8427466,The perfect AirBNB in High Park,21683340,1463161428152932198,Mike,,High Park North,43.65825,-79.4788,Entire home/apt,228,28,101,2020-07-09,0.79,2,204,0,
16359399,Cozy West End Garden View Retreat,74980715,1466922223845558162,Mary Young,,High Park North,43.658192,-79.457291,Entire home/apt,101,28,107,2026-01-31,0.96,1,277,3,STR-2202-HJVRVK
788710,High Park Stylish Apartment,844281,1462531100234607973,Richard,,High Park-Swansea,43.64366,-79.45216,Entire home/apt,,30,2,2020-04-14,0.01,1,50,0,
7292203,Excellent Private Suite in Bloor West Village,1017287,1462535915054625401,Faiza,,High Park-Swansea,43.64756,-79.47452,Entire home/apt,357,2,121,2026-01-10,1.21,1,106,7,STR-2101-GPTDVG
4017360,Huge bright quiet 2BR apt in charming century home,1394631,1462544616119929955,Joe,,High Park-Swansea,43.6497565,-79.4539259,Entire home/apt,224,28,256,2026-04-01,1.8,2,241,3,STR-2012-HQTBHK
21382275,Private space short semi long stay in Roncesvalles,1427329,1462545518109800381,Thomas,,High Park-Swansea,43.65121,-79.45351,Private room,129,1,171,2026-05-10,1.69,2,207,32,STR-2408-GPDSBT
9522855,Luxury 5BR Stay in High Park | Relax & Unwind,7227029,1462559878627101824,Jordan,,High Park-Swansea,43.6472,-79.45136,Entire home/apt,,3,80,2025-08-17,0.65,1,0,1,STR-2011-GCLXVF
12491241,Your family's temporary home,3118660,1462619352462338575,Zoltan,,High Park-Swansea,43.649623870849609,-79.47554016,Entire home/apt,226,30,18,2023-09-13,0.15,1,123,0,
7152131,Charming  Roncesvalles/High Park  Basement Suite,22263724,1462620520731741201,Kathleen,,High Park-Swansea,43.64073,-79.45245,Entire home/apt,,28,116,2026-04-30,0.88,1,27,1,STR-2012-FQDRVC
1214297,Beautiful Lower level/Basement Apt #1- two bedroom,3604846,1462634045688644752,Wies,,High Park-Swansea,43.65305,-79.45495,Entire home/apt,180,30,19,2025-08-17,0.13,5,336,1,
703124,2000 Sq Ft 3BR High Park/Junction • Balcony BBQ,3604846,1462634045688644752,Wies,,High Park-Swansea,43.65329,-79.45257,Entire home/apt,211,30,24,2023-09-10,0.16,5,255,0,
703133,2000 Sq Ft 2BR High Park/Junction • Balcony BBQ,3604846,1462634045688644752,Wies,,High Park-Swansea,43.65563,-79.45259,Entire home/apt,210,30,4,2019-04-20,0.03,5,263,0,
702286,Beautiful Garden Apt With Porches,3604846,1462634045688644752,Wies,,High Park-Swansea,43.65374,-79.45359,Entire home/apt,211,30,18,2022-08-06,0.11,5,297,0,
738252,Newly renov 2 bed lower level/ basement suite,3604846,1462634045688644752,Wies,,High Park-Swansea,43.65597,-79.45258,Entire home/apt,181,28,8,2018-03-08,0.06,5,336,0,
18995830,"2 bedroom mins walk to St, Joseph's Health Center",5082633,1462672408107174523,Narelle,,High Park-Swansea,43.64133,-79.45273,Entire home/apt,,28,50,2022-04-04,0.46,1,0,0,
31210490,"Toronto West, room in appt overlooking High Park.",5596272,1462684638143862525,Winifred,,High Park-Swansea,43.65085,-79.45759,Private room,73,28,65,2026-02-28,0.74,1,77,5,
26168393,Cozy 1 bedroom in Toronto,53023793,1462724768486699662,Tanis,,High Park-Swansea,43.64973,-79.47572,Entire home/apt,105,28,60,2026-04-01,0.64,1,65,1,
14323050,Cheerful Suite · Parking · Subway,70341512,1462792235862952930,Shannon & Kevin,,High Park-Swansea,43.648703254884673,-79.48118379,Entire home/apt,319,2,153,2026-05-19,1.83,1,133,45,STR-2402-GPMRVT
27733673,High Park Home the perfect blend of Old & New.,16307111,1462983578130288601,Elisa,,High Park-Swansea,43.64763,-79.45689,Entire home/apt,661,28,46,2024-08-19,0.49,1,65,0,STR-2306-FJDXVP
12999726,Beautiful 2 floor apartment by High Park,24150071,1465283816006231367,Katrina,,High Park-Swansea,43.64956,-79.45328,Entire home/apt,165,28,3,2017-08-15,0.03,1,83,0,
23752030,Hidden gem in Roncy/Parkdale/High Park,25705258,1465349048998559404,Michael,,High Park-Swansea,43.63955,-79.45212,Private room,190,1,688,2026-05-17,6.94,1,276,49,STR-2009-GKRRPG
22462894,"SK3: Private Room, Bloor West Village, Double Bed",37905670,1465567180735648912,Khang,,High Park-Swansea,43.64392,-79.48203,Private room,,28,33,2025-12-01,0.33,9,0,3,
22398858,SKA: Large Basement Room with a Queen Size Bed,37905670,1465567180735648912,Khang,,High Park-Swansea,43.64215,-79.48023,Private room,,28,29,2025-11-25,0.29,9,0,1,
27964002,"SK5: Private Room, Bloor West Village, Double Bed",37905670,1465567180735648912,Khang,,High Park-Swansea,43.6436,-79.48066,Private room,,28,19,2025-05-28,0.2,9,0,1,
17401540,Comfy Room in Home for Cat Lovers,43697310,1465648904007248124,Vera,,High Park-Swansea,43.642552189098573,-79.44834365,Private room,89,2,73,2026-05-09,2.42,2,61,23,STR-2308-GHCXVS
12243222,Apartment in High Park area of T.O.,47582177,1465717931787840517,Kirsten & Geoff,,High Park-Swansea,43.64695,-79.45305,Entire home/apt,77,28,95,2024-11-24,0.77,1,163,0,
13313258,Modern Apartment in Popular Roncesvalles Village,57921416,1466694399017458796,Melissa,,High Park-Swansea,43.644805908203125,-79.45259857,Entire home/apt,199,28,416,2025-04-23,3.45,1,364,0,STR-2604-GDLPPS
25066463,Yellowwood Loft in Roncesvalles Village,71372392,1466882784859836852,Heather,,High Park-Swansea,43.64334,-79.45046,Private room,266,1,49,2026-05-11,0.51,1,49,8,STR-2204-FMVVHC
16429884,The Heart of Roncesvalles Village - Big & Bright!,107720908,1467305227344452080,Sebastian,,High Park-Swansea,43.64868,-79.45002,Entire home/apt,462,1,508,2025-12-28,4.48,1,261,32,STR-2212-GMBBHT
27427600,Brand New Modern Toronto House,157267017,1468533528291679466,Dino,,High Park-Swansea,43.64539,-79.47433,Entire home/apt,459,3,138,2026-04-27,1.46,2,51,17,STR-2012-GLRRVG
23698112,Roncy Loft - High Park 5-Star (no parties),169137913,1468635801183699614,Bara Homes,,High Park-Swansea,43.64524,-79.45048,Entire home/apt,214,28,29,2025-11-29,0.3,3,270,3,
22928465,Flat 1: High Park Gem (NO parties permitted),169137913,1468635801183699614,Bara Homes,,High Park-Swansea,43.64557,-79.45077,Entire home/apt,270,28,27,2020-01-02,0.27,3,160,0,
23321989,Back on Airbnb! 5-Star Luxury High Park Roncy,169137913,1468635801183699614,Bara Homes,,High Park-Swansea,43.64724,-79.45049,Entire home/apt,229,28,16,2024-10-03,0.16,3,259,0,
28198440,3rd floor-Roncesvalles Village Room,198393365,1469033711887714343,Scott,,High Park-Swansea,43.6396,-79.45237,Private room,118,1,392,2026-05-10,4.2,4,328,54,STR-2012-GMMBHG
26383614,2nd floor-Sunnyside Beach Room,198393365,1469033711887714343,Scott,,High Park-Swansea,43.6398,-79.45193,Private room,129,1,349,2026-05-16,3.63,4,308,70,STR-2012-GMMBHG
28229518,2nd floor-Humber Bay Room,198393365,1469033711887714343,Scott,,High Park-Swansea,43.64157,-79.45336,Private room,,28,144,2025-01-20,1.54,4,42,0,STR-2012-GMMBHG
31881411,spacious and stylishly decorated  2  bedrooms,238951290,1469271205542147794,Alexandre,,High Park-Swansea,43.65425,-79.45257,Entire home/apt,134,28,9,2020-10-09,0.1,1,88,0,
19891685,Bright spacious 2 BR steps from Roncys & High Park,148048973,1529323032902343052,Yvan,,High Park-Swansea,43.6447,-79.45061,Entire home/apt,140,28,45,2019-10-24,0.42,1,89,0,STR-2010-HTJKPL
30379173,"Newly built 2 bedroom, full washroom & Kitchen",228138120,1463228386866627766,Yokkumar,,Highland Creek,43.78443,-79.17342,Entire home/apt,173,2,111,2026-05-10,1.97,1,120,22,STR-2109-FQQVHC
