id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27061985,"Anne,s  place",203629691,1469062604889782667,Anne,,Agincourt North,43.80352,-79.25676,Private room,36,28,30,2024-02-29,0.32,2,365,0,
9295372,Newly cozy beauty house huge backyard-Oasis in GTA,48060985,1462708611208846394,Yi,,Agincourt South-Malvern West,43.79613,-79.27518,Entire home/apt,949,2,185,2024-08-30,1.45,1,311,0,STR-2603-HJQBPX
27638920,Toronto scarborough towncenter，别墅二楼单间,208018084,1463157512825072930,Peng,,Agincourt South-Malvern West,43.78603,-79.25753,Private room,48,28,87,2025-10-31,1.05,2,159,1,STR-2012-GJZBHF
27612911,Toronto scarborough世嘉宝购物中心附近，别墅二楼单间,208018084,1463157512825072930,Peng,,Agincourt South-Malvern West,43.78435,-79.2578,Private room,41,28,70,2025-02-23,0.84,2,154,0,STR-2012-GJZBHF
28336416,Cozy 2-bedroom Lower Apartment 静颐之家,50551745,1465774671614323549,Helen,,Agincourt South-Malvern West,43.7904,-79.25105,Entire home/apt,93,30,84,2026-03-15,0.9,2,192,2,
14428511,Private Master Rm w/ Ensuite Wshrm,70849121,1466876809561488153,Willis,,Agincourt South-Malvern West,43.79382,-79.28461,Private room,56,28,31,2023-09-29,0.26,3,365,0,STR-2009-GWLXPH
14979419,Beautiful Spacious Large room,70849121,1466876809561488153,Willis,,Agincourt South-Malvern West,43.79137,-79.28497,Private room,59,28,35,2023-10-10,0.3,3,365,0,STR-2504-FWBPPR
14436694,Homey Private Room,70849121,1466876809561488153,Willis,,Agincourt South-Malvern West,43.79631,-79.28268,Private room,48,28,27,2022-09-29,0.23,3,365,0,STR-2504-FWBPPR
20253270,Cozy room near Scarborough Town Centre,144309293,1468420638153517589,Janice,,Agincourt South-Malvern West,43.78711,-79.26237,Private room,59,28,13,2018-09-03,0.12,2,89,0,
21428263,Quaint room in Scarborough,144309293,1468420638153517589,Janice,,Agincourt South-Malvern West,43.78862,-79.26913,Private room,73,28,3,2018-09-03,0.03,2,89,0,
24802917,Two bedroom apartment for rent - South Etobicoke,6998292,1462720866642708307,Lana,,Alderwood,43.601942903533171,-79.54143834,Entire home/apt,85,28,28,2020-08-03,0.29,1,113,0,
21261765,NO fee! Room C Free Wifi & Prkng,134097220,1462948934962229583,Charlie,,Alderwood,43.6075594,-79.53618,Private room,49,29,424,2025-01-18,4.1,3,365,0,STR-2009-GCJKPF
21838013,"Room E -$0.00 Cleaning fee!, FreeWifi and Parking!",134097220,1462948934962229583,Charlie,,Alderwood,43.6075594,-79.53618,Private room,49,29,786,2025-12-07,7.62,3,365,49,STR-2009-GCJKPF
7966411,Cozy and Private Apartment,41946894,1465624464970127467,Anabel And Adel,,Alderwood,43.60436,-79.52969,Entire home/apt,76,28,94,2026-02-14,0.72,1,131,3,
10922780,"2 BEDR00M APT. Ideal for FIFA Fans, Etobicoke",56617821,1465926234062370522,Nazare Marie,,Alderwood,43.60016,-79.5473,Entire home/apt,139,28,17,2024-11-17,0.25,1,302,0,
26782481,Stylish Yorkville Studio: Near U of T & ROM,846505,1462514651017342894,Julie,,Annex,43.67085,-79.39314,Entire home/apt,352,1,233,2026-05-08,2.51,35,125,29,STR-2009-GMQKPG
239449,Bright 1BR Prime Annex U of T - Subway / Bloor St,349772,1462516330901005946,Steven,,Annex,43.66701,-79.40625,Entire home/apt,121,28,42,2025-09-30,0.27,1,203,3,
14084357,Annex One Bedroom Apt. Close to everything.,394329,1462517339260152190,Dino,,Annex,43.67554,-79.40404,Entire home/apt,,28,76,2025-05-31,0.64,1,12,1,
17857409,Stunning Unit Heart of Yorkville,1684087,1462519696215009876,Pouneh,,Annex,43.6702,-79.3922,Entire home/apt,144,30,35,2026-04-22,0.32,20,283,3,
32178797,The Treehouse: Cosy Haven in The Annex!,3388423,1462529656800987332,Daniel,,Annex,43.666521068021765,-79.41246038,Entire home/apt,,28,17,2026-04-14,0.19,1,0,2,STR-2204-HWLHHL
232794,Unrivaled location on Yorkville Ave/2000 sq ft,1218097,1462540010350893884,Susan,,Annex,43.6715929,-79.3908687,Entire home/apt,262,28,8,2025-08-16,0.05,1,200,1,
16960691,Gorgeous Flat in the Heart of Yorkville,1651632,1462564135753865453,Kate,,Annex,43.67653,-79.39341,Entire home/apt,335,28,1,2018-03-06,0.01,1,268,0,
1785285,"Luxurious bath / Cosy, quiet room",8267190,1462564512849834388,Mable,,Annex,43.67013,-79.41524,Private room,70,28,53,2025-11-16,0.35,2,323,2,
1552251,"Private Bath, Large Room, Great Bed",8267190,1462564512849834388,Mable,,Annex,43.66923,-79.41685,Private room,,28,55,2026-03-30,0.36,2,34,4,
1820689,Spectacular Yorkville Condo | 2BR Two Story Loft,9532580,1462569992816803321,Santorini Sky,,Annex,43.67143,-79.3912,Entire home/apt,264,28,63,2025-09-30,0.42,1,226,1,
24230468,Beautiful 2BR Suite • Yorkville • Free Parking,9803773,1462571258063576331,Steph And Brad,,Annex,43.67298,-79.38841,Entire home/apt,264,28,93,2026-04-18,0.94,2,329,4,
16906073,U6 Bright New Bachelor Downtown Toronto,9923100,1462571842791819434,Edward,,Annex,43.67073,-79.40567,Entire home/apt,95,28,55,2026-04-27,0.5,17,281,1,
23988039,U1 Elegant Comfortable Bright Annex Bachelor,9923100,1462571842791819434,Edward,,Annex,43.67094,-79.40598,Entire home/apt,85,28,17,2025-04-30,0.2,17,327,0,
21975330,U2 Charming Downtown Toronto Bachelor Apt,9923100,1462571842791819434,Edward,,Annex,43.67102,-79.40744,Entire home/apt,90,30,29,2026-01-04,0.29,17,282,1,
1912746,U5 New Modern Bachelor Downtown Apt,9923100,1462571842791819434,Edward,,Annex,43.66586,-79.40997,Entire home/apt,91,29,77,2025-12-24,0.51,17,288,3,
19030538,U3 Spacious Renovated Downtown Annex Bachelor,9923100,1462571842791819434,Edward,,Annex,43.67129,-79.408,Entire home/apt,89,28,45,2023-09-02,0.42,17,302,0,
3494354,Cosy condo in the Landmark Yorkville Prince Arthur,13605224,1462587041647241142,Matthew,,Annex,43.67051,-79.39618,Entire home/apt,45,120,0,,,1,365,0,
31987867,Yorkville 29th Floor Celebrity Suite GREAT VIEW,16645321,1462598689603864136,Pierre-James,,Annex,43.66948,-79.39338,Entire home/apt,541,2,115,2026-04-29,1.37,1,81,19,STR-2211-FVWHHR
5286926,Contemporary cozy home in the Annex,3260313,1462624228542976927,Michelle,,Annex,43.67212,-79.41644,Entire home/apt,487,1,187,2026-05-03,1.38,1,259,17,STR-2010-GZSXPH
21174869,Fab Full Annex Home Feb 1-March 1!,3846996,1462640931470818807,Baruch,,Annex,43.67156,-79.40982,Entire home/apt,210,28,14,2025-04-05,0.14,2,32,0,STR-2009-GBSVBD
19440396,Perfect private stay in downtown Toronto,3846996,1462640931470818807,Baruch,,Annex,43.67311,-79.41067,Private room,193,2,232,2026-05-23,2.14,2,105,9,STR-2009-GBSVBD
1223097,"Colourful Apartment, Creative Space",6671740,1462712409394821066,Steven,,Annex,43.6695,-79.40656,Entire home/apt,104,28,137,2025-11-02,0.96,1,52,3,
27875720,"Cool 1bed, 1bath Oasis in the Annex steps to UofT",51070968,1462718572886632331,Olesia,,Annex,43.67026,-79.41895,Entire home/apt,109,29,110,2025-09-11,1.17,6,168,2,
31642254,"Annex - large 2BR flat, parking available",7788565,1462741174965250205,Konstantinos,,Annex,43.6697348,-79.4131701,Entire home/apt,127,30,112,2025-12-26,1.27,3,225,3,STR-2012-JBXVHM
32455588,New Annex Flat w patio - parking available,7788565,1462741174965250205,Konstantinos,,Annex,43.67007,-79.41207,Entire home/apt,136,29,63,2023-11-01,0.75,3,77,0,STR-2205-FWZRVD
19869520,"Bright, Stunning Victorian Townhouse in the Annex",8540894,1462769971917806871,Yani,,Annex,43.66847,-79.4092,Entire home/apt,502,2,264,2026-04-29,2.45,5,61,22,STR-2204-FJLHHB
13788645,Opulent Toronto Mansion with Pool,9310264,1462810890712517918,Jordan,,Annex,43.67209,-79.39169,Entire home/apt,3628,28,17,2019-10-09,0.14,1,362,0,
2127047,Charming Summerhill Townhome-Parking & Patio,10850050,1462851061249086689,Jamie,,Annex,43.67832,-79.39549,Entire home/apt,275,30,0,,,1,365,0,
6149212,Downtown Toronto Annex Home,11023940,1462855216691957292,Jack,,Annex,43.66765,-79.41825,Entire home/apt,668,4,26,2025-08-08,0.2,1,168,5,STR-2010-GPQKPG
22862061,Stunning Luxury Flat in Coveted Yorkville!,11310093,1462861911334748127,Deborah,,Annex,43.67119,-79.3937,Entire home/apt,171,28,36,2025-06-22,0.36,1,218,1,
16101911,Great Value in the City - Private Room 1 w/ view,104967828,1462882731633499605,Jose,,Annex,43.67287,-79.4195,Private room,90,30,51,2023-10-31,0.44,2,358,0,
16195047,Great Value in the City - Private Room 2 w/ view,104967828,1462882731633499605,Jose,,Annex,43.67286,-79.41936,Private room,81,28,42,2024-06-15,0.37,2,365,0,
16000929,Yorkville Toronto Breakfast Included,20068933,1463098608488098695,Anita,,Annex,43.67125,-79.39474,Entire home/apt,416,1,182,2026-01-09,1.58,1,18,7,STR-2009-FLFVBB
32380820,Christie House Toronto,243144460,1463280017653731248,Yves R Lajeunesse,,Annex,43.67176,-79.42143,Entire home/apt,495,28,10,2024-07-03,0.22,1,178,0,STR-2206-GJBXVF
26102101,Newly Renovated  Ideally Located Annex Ensuite,24902175,1465323617384076193,Judith,,Annex,43.67148,-79.40934,Private room,112,1,357,2026-05-17,3.7,1,84,49,STR-2204-FGSHHB
4867420,New York Loft  *Near Four Seasons Hotel*,25036890,1465332047765674033,Patrick,,Annex,43.674568176269531,-79.38858032,Entire home/apt,216,30,49,2025-08-25,0.38,2,330,2,
20241871,Yorkville Loft + Office -Near Four Seasons Hotel,25036890,1465332047765674033,Patrick,,Annex,43.674579620361328,-79.38877106,Entire home/apt,175,30,52,2026-01-26,0.5,2,158,4,
7602269,Downtown Yorkville Home With Garden,35097889,1465518133592172965,Elizabeth,,Annex,43.67446,-79.39457,Entire home/apt,213,30,117,2025-11-06,0.9,1,222,4,
9633662,Cozy DowntownToronto PrimeLocation w balcony,42048792,1465625785930805328,Hediyeh,,Annex,43.66888,-79.39834,Entire home/apt,144,28,169,2026-05-01,1.39,2,279,3,STR-2204-FPVVHC
14743083,Yorkville Luxury Suite,44281398,1465657790083061735,Daniel,,Annex,43.67104,-79.39329,Entire home/apt,166,28,129,2025-04-24,1.09,3,208,0,
29408078,Minimalist Modern Downtown /with Parking,51017803,1465791392626582662,K.D,,Annex,43.67245,-79.38876,Entire home/apt,,30,13,2022-10-15,0.14,1,0,0,
17093701,Annex Garden Coach House,70945480,1466877912831776537,Lawrence,,Annex,43.6726,-79.41002,Entire home/apt,,1,223,2026-05-04,2.01,1,3,11,STR-2204-HXXBHL
13799890,Deluxe Yorkville Townhouse,81144570,1466987243326172393,Jonathan,,Annex,43.67227,-79.38984,Entire home/apt,996,28,4,2018-09-29,0.03,1,358,0,
17123470,Downtown Modern Bachelor Apartment 多伦多领事馆正对面,92635593,1467119588610057078,Ari,,Annex,43.67393,-79.40267,Entire home/apt,100,28,75,2026-04-30,0.67,3,353,4,
24411312,Cozy Self-Contained Basement w Entry• near Subway,109263412,1467322918801285823,Youquan,,Annex,43.665420532226562,-79.41355133,Private room,151,1,472,2026-04-29,4.78,3,83,22,STR-2407-GJDPPS
18024250,Bright Cozy Room in Koreatown • Near UofT & Subway,109263412,1467322918801285823,Youquan,,Annex,43.665420532226562,-79.41355133,Private room,112,1,616,2026-03-25,5.54,3,70,34,STR-2407-GJDPPS
22175206,Contemporary guest ensuite in Annex neighbourhood.,120152430,1468223201181188927,Justin,,Annex,43.66735,-79.41654,Entire home/apt,78,28,103,2026-04-30,1.12,1,260,4,
18804779,2-floor Townhouse in The Annex (duration flexible),130907687,1468310960887895191,Joseph,,Annex,43.67242,-79.40335,Entire home/apt,441,28,4,2017-09-01,0.04,1,32,0,
18836917,Chic Living in the Annex above Retail Boutique,131184559,1468313500956678422,Marlene,,Annex,43.67242,-79.41968,Entire home/apt,,28,139,2026-03-31,1.28,1,32,5,
19593508,Entire Walkout BSMT Apt in Downtown Toronto,137738456,1468368675261148579,Hongying,,Annex,43.673994096414376,-79.40568308,Entire home/apt,113,28,189,2025-07-27,1.76,1,320,1,STR-2101-HXRXVL
27229307,Yorkville Bloor Avenue  Luxury Living,147106022,1468443093932826604,Harrison Nathaniel Kaisheng,,Annex,43.669963988679349,-79.39319702,Entire home/apt,289,3,105,2026-01-31,1.12,1,124,8,STR-2204-HYKBHL
20692252,Historic Home with Modern Decor in Downtown Toronto,148091094,1468451033937687961,G Tullio,,Annex,43.66506,-79.41651,Entire home/apt,231,28,44,2025-12-19,0.43,2,330,2,
21263950,Luxurious Annex/Yorkville 1300 Sq Ft & Parking,153788315,1468506174227770321,Gloria,,Annex,43.67456,-79.40283,Entire home/apt,599,4,118,2025-10-17,1.13,1,173,9,STR-2012-HMJKVK
28786598,The Annex - Bright and Cozy Second Floor Apartment,156695326,1468528601352454531,Edgardo David,,Annex,43.66769,-79.40848,Entire home/apt,156,28,55,2026-05-04,0.59,3,250,2,
23578751,Executive Suite in Yorkville,161460462,1468571365173948091,Mila,,Annex,43.67032,-79.39443,Entire home/apt,,29,11,2026-02-28,0.19,2,0,2,
23695781,Exquisite Yorkville 1 Bedroom Condo,177012956,1468714333411396747,Raed,,Annex,43.671749,-79.388283,Entire home/apt,151,28,11,2026-01-04,0.12,2,275,2,
24894787,InstantSuites-☆ Yorkville ☆ Fast Wifi ☆ Netflix ☆,184405951,1468953132302669155,Adeel,,Annex,43.67032,-79.39443,Entire home/apt,217,28,196,2026-03-08,2,1,209,2,
24524476,Beautiful Main Floor Apartment in the Annex,185262110,1468957870894405804,Kathie,,Annex,43.67207,-79.411,Entire home/apt,100,31,42,2026-05-03,0.43,1,132,2,
26746164,Admire City Views from Bed at this Chic Apartment,201103629,1469049478891912565,Elaine,,Annex,43.670394,-79.394303,Entire home/apt,520,1,196,2026-03-07,2.06,2,259,20,STR-2010-HRHDPK
27814885,Luxury hotel style studio in the heart of Toronto,210043644,1469095882145292321,Arezou,,Annex,43.67148,-79.39512,Entire home/apt,212,29,32,2022-01-20,0.34,1,179,0,
29707527,Yorkville Downtown Hotel Style Large Suite,223553142,1469185438984324683,Sultan,,Annex,43.67219,-79.38786,Entire home/apt,164,31,17,2026-05-01,0.19,6,245,3,
29944433,Amazing Spot in Yorkville,225137954,1469196048561535430,Sara,,Annex,43.67032,-79.39443,Entire home/apt,,28,139,2026-04-19,1.52,1,0,1,
30552210,Magnificent Views,229231242,1469221639434086129,Milena,,Annex,43.6705,-79.390567,Entire home/apt,,28,3,2022-11-26,0.07,1,21,0,STR-2208-FPLPHC
32530437,Gorgeous Toronto Annex Gem,230277147,1469227683603674547,John,,Annex,43.67005,-79.41035,Entire home/apt,,30,32,2025-10-04,0.36,3,0,2,
30995978,Quaint 1 bdrm+1 bath in upscale Yorkville Toronto,231506008,1469234493810491258,Ivana,,Annex,43.67163,-79.38903,Entire home/apt,124,28,55,2026-01-02,0.62,1,108,4,
21786774,Separate 2 bedrooms suite private entrance,158756374,1463004052192855272,Song Song,,Banbury-Don Mills,43.74355,-79.3592,Private room,137,1,222,2026-05-18,2.15,1,274,29,STR-2010-JGKRVM
22052036,Modern 2 Bedroom Apartment,88283575,1467060402186758802,Danijel,,Banbury-Don Mills,43.74312,-79.35562,Private room,234,2,174,2026-01-03,1.71,1,128,13,STR-2205-HCDBHJ
20729009,"Cozy Room near Parks, Museum & DonMills Shops",148443249,1468453710524577827,Nabila,,Banbury-Don Mills,43.73033,-79.34325,Private room,53,28,2,2025-01-20,0.08,1,359,0,STR-2402-HTMVHY
21045593,2 Bedroom Unit -  Toronto,60084806,1462744377074021359,Elidon,,Bathurst Manor,43.75824,-79.46105,Entire home/apt,125,28,150,2025-07-02,1.42,1,263,1,STR-2202-FJVRVB
28171123,Cozy bedroom  with a balcony city view,212694082,1469111127140699407,Priscila,,Bathurst Manor,43.76999,-79.46149,Private room,34,28,0,,,1,90,0,
29484722,Spacious 3 bed by Hwy 401/Allen Rd.,221893460,1469173668810090822,Kevin,,Bathurst Manor,43.7514,-79.46196,Entire home/apt,116,28,12,2019-12-29,0.13,3,89,0,
27127495,Luxury Corner 2BR+Den | 2 Bath | Terrace | Bay St,55442,1462507813519522513,Furnished Condo Toronto,,Bay Street Corridor,43.6628,-79.387,Entire home/apt,492,28,1,2018-08-22,0.01,14,266,0,
29661201,Superb 1 Bedroom Suite (Sleeps 4) Walk to Hospital,55442,1462507813519522513,Furnished Condo Toronto,,Bay Street Corridor,43.66134,-79.38569,Entire home/apt,608,28,8,2022-03-31,0.1,14,266,0,
45399,Fountain View Studio - Eaton center,195095,1462512343678917146,Urbano,,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,107,28,89,2024-08-17,0.47,13,365,0,
30587545,Modern 1-BR Condo DT Toronto,785826,1462514213314674046,Sky View Suites,,Bay Street Corridor,43.6489,-79.38636,Entire home/apt,157,28,26,2026-02-16,0.29,27,340,1,
20723129,Steps to it all~Eaton CNT/Dundas SQ/Toronto HOSP,846505,1462514651017342894,Julie,,Bay Street Corridor,43.66053,-79.3852,Entire home/apt,125,30,79,2026-02-01,0.74,35,226,4,
24371570,Stylish studio In the  Financial District,516206,1462520500091399178,Krzysztof,,Bay Street Corridor,43.64882,-79.38117,Entire home/apt,82,30,196,2024-08-10,1.99,6,224,0,
14049700,Large Patio with Panoramic Views - Yorkville,11018899,1462576871952619823,Belinda,,Bay Street Corridor,43.664540520206941,-79.38879386,Entire home/apt,183,28,12,2025-12-27,0.1,1,304,2,STR-2101-HLCPHK
6214925,"Million Dollar City Views w/ Standup desk, monitor",31397994,1462654962520091107,Matt,,Bay Street Corridor,43.66081,-79.38625,Entire home/apt,340,1,577,2026-03-28,4.29,1,100,27,STR-2305-FZMDVR
13332789,Condo Accommodation,4477219,1462658563024208949,Vas,,Bay Street Corridor,43.65491,-79.38037,Entire home/apt,103,28,21,2025-10-01,0.17,4,37,2,
21544862,Urban Escape: Downtown King Tempur-Pedic® Luxury,5296312,1462677445402428441,Jean-Paul,,Bay Street Corridor,43.65363,-79.38008,Entire home/apt,98,33,92,2026-04-30,0.9,1,135,2,
18543832,"5*STAR Great Studio, King Size Bed. High Floor.",5854692,1462691314522896143,Farrukh,,Bay Street Corridor,43.65343,-79.38008,Entire home/apt,283,28,74,2020-03-06,0.7,2,90,0,
1221280,Executive 1BR +Office w/ Balcony | Pool | Downtown,6662193,1462712161093290074,Prity,,Bay Street Corridor,43.65014,-79.38669,Entire home/apt,152,30,14,2024-08-18,0.09,1,266,0,
19156440,Relax in a Bright Sub-Penthouse Downtwon Bay St,8540894,1462769971917806871,Yani,,Bay Street Corridor,43.66327,-79.38518,Entire home/apt,248,28,88,2020-01-01,0.81,5,338,0,
12290314,Take in Panoramic City Views from a Sophisticated Condominium,66236699,1462771283117695710,Jp,,Bay Street Corridor,43.65475,-79.38237,Entire home/apt,394,2,585,2026-05-18,4.76,1,336,37,STR-2011-HYFXVL
1844121,Amazing Bed & Breakfast Downtown,8952336,1462791156266217448,Carol,,Bay Street Corridor,43.66773,-79.38835,Private room,399,1,250,2026-04-10,1.69,1,304,22,STR-2305-GYGDVV
8126630,Trendy Modern 1 BED in Heart of Downtown,9718212,1462821562142812699,Shayna,,Bay Street Corridor,43.65251,-79.38399,Entire home/apt,359,28,13,2020-03-08,0.16,1,360,0,
2320893,"Downtown, cozy, holistic space for your comfort",10796912,1462849833240421499,Dimple,,Bay Street Corridor,43.669504327161661,-79.38709862,Entire home/apt,669,1,45,2026-05-09,0.3,1,281,14,STR-2412-GBWSBR
13219490,Downtown Condo,11368776,1462863262024042107,Ramakrishna,,Bay Street Corridor,43.65394,-79.38038,Entire home/apt,38,180,0,,,1,358,0,
2516271,2+den bedrooms downtown Toronto University,12028383,1462878547137760829,Maria,,Bay Street Corridor,43.66287,-79.38595,Entire home/apt,201,28,203,2026-03-07,1.4,1,294,11,
18788443,EXECUTIVE URBAN HAVEN-HEART OF FINANCIAL DISTRICT,103698287,1462879358003017908,Paul,,Bay Street Corridor,43.64964,-79.38036,Entire home/apt,136,30,161,2025-10-02,1.47,4,328,2,
17255252,CEO's URBAN HAVE - 1BR HEART OF FINANCIAL DISTRICT,103698287,1462879358003017908,Paul,,Bay Street Corridor,43.64869,-79.38136,Entire home/apt,557,28,56,2020-08-30,0.5,4,90,0,
15966226,ROYAL URBAN HAVEN -1BR HEART OF FINANCIAL DISTRICT,103698287,1462879358003017908,Paul,,Bay Street Corridor,43.65061,-79.38245,Entire home/apt,655,28,118,2025-12-20,1.02,4,364,1,
16175000,VIP's URBAN HAVEN -1BR HEART OF FINANCIAL DISTRICT,103698287,1462879358003017908,Paul,,Bay Street Corridor,43.6494,-79.38112,Entire home/apt,308,28,129,2022-09-23,1.13,4,90,0,
4379003,"Modern, chic by theatre, symphony & CN tower",12535667,1462889985587430938,Lennie,,Bay Street Corridor,43.64813,-79.38363,Entire home/apt,53,60,29,2024-08-31,0.23,4,167,0,
2746751,Vibrant downtown place,14052914,1462929387754087421,Alexandru,,Bay Street Corridor,43.66611,-79.38539,Entire home/apt,345,3,258,2026-05-04,1.76,1,78,20,STR-2012-FPBHHC
12151689,Stunning condo with fantastic view of the city!,16053882,1462977114840814427,Victoria,,Bay Street Corridor,43.66153,-79.38575,Entire home/apt,105,28,191,2022-12-29,1.57,1,65,0,STR-2304-HYKVHY
6056440,College Park :2Bd+2bth + Free parking,19309556,1463074998271116441,Arjun,,Bay Street Corridor,43.66183,-79.38515,Entire home/apt,279,28,224,2026-05-22,1.89,2,237,7,STR-2011-HDQKVJ
5598800,Spacious 1BD in downtown city core,20841116,1463140045338162815,Deborah Charmaine,,Bay Street Corridor,43.64998,-79.3832,Entire home/apt,495,1,303,2026-05-08,2.25,1,233,36,STR-2205-HVPVHL
10140286,2 bed + 2 bath condo in awesome downtown location,23518355,1465274358983617537,Lee-Anne,,Bay Street Corridor,43.65037,-79.38685,Entire home/apt,245,30,12,2025-08-22,0.09,22,250,1,
10071222,Ultimate downtown location sleeps 2,23518355,1465274358983617537,Lee-Anne,,Bay Street Corridor,43.6485,-79.3861,Entire home/apt,159,30,18,2024-07-15,0.14,22,250,0,
6722629,"Cozy 2 bed, best downtown location",23518355,1465274358983617537,Lee-Anne,,Bay Street Corridor,43.64899,-79.38634,Entire home/apt,177,30,22,2026-04-03,0.17,22,211,2,
15914714,Spacious 1 bedroom in amazing location!,23518355,1465274358983617537,Lee-Anne,,Bay Street Corridor,43.64923,-79.38628,Entire home/apt,171,30,16,2025-08-20,0.14,22,209,1,
15022502,*35% OFF*  Large Home in Heart of City!,36823972,1465548647833662861,Hab,,Bay Street Corridor,43.668773349449552,-79.38851874,Entire home/apt,38,28,24,2026-05-01,0.22,2,264,7,STR-2304-FJCPHP
7292777,Clean+Perfect Private Downtown Toronto Apt,38193284,1465571581903051543,Lisa,,Bay Street Corridor,43.65442,-79.38013,Entire home/apt,354,1,203,2026-05-21,1.54,1,26,29,STR-2508-HTGLBY
16146675,One private bedroom and bathroom / Sheppard&Yonge,47785955,1465721743888568615,Giovanna,,Bay Street Corridor,43.64909,-79.38097,Private room,90,28,0,,,1,177,0,
12448135,Modern Unit in Downtown Toronto,51258214,1465797304543500110,Jane,,Bay Street Corridor,43.66447,-79.38831,Entire home/apt,15,180,17,2016-06-15,0.14,1,364,0,
20606896,B at the center of everything Toronto,61451902,1466756228963464443,B,,Bay Street Corridor,43.66692,-79.38683,Entire home/apt,130,28,11,2019-07-20,0.1,1,145,0,
18356893,Downtown studio in Financial disctrict,80603071,1466981916267977552,Miroslaw,,Bay Street Corridor,43.64915,-79.38137,Entire home/apt,119,31,89,2025-07-16,0.81,2,294,2,
24222776,Amazing View in High-rise Core Downtown w Parking,82922492,1467004998777596179,Amirsina,,Bay Street Corridor,43.6576,-79.38364,Entire home/apt,188,30,133,2026-04-10,1.34,1,339,5,STR-2012-HKCPHK
16258018,Downtown  Financial disctrict studio,104551258,1467256672716621680,Mike,,Bay Street Corridor,43.65089,-79.38056,Entire home/apt,134,30,131,2025-08-31,1.14,4,294,1,
19859592,Cloud above the Financial District 1BR + 1B,104845062,1467260021430316402,Tracy,,Bay Street Corridor,43.651322497591373,-79.38291934,Entire home/apt,200,28,152,2026-03-06,1.41,1,146,2,
18564432,Executive Studio in Financial District,128745036,1468292144388767403,Joan,,Bay Street Corridor,43.65074,-79.38229,Entire home/apt,88,29,82,2026-04-05,0.75,4,280,3,
18894131,Studio Apartment in Financial District,128745036,1468292144388767403,Joan,,Bay Street Corridor,43.65074,-79.38229,Entire home/apt,87,29,109,2026-05-16,1.02,4,258,5,
28762946,Cozy Studio in Yorkville - Sleeps 2,215884209,1469132211786376823,David,,Bay Street Corridor,43.66802,-79.38794,Entire home/apt,239,28,25,2019-11-24,0.28,1,293,0,
24553653,Kashaneh luxury one bedroom apartment,12033867,1462580893959340534,Mahsa,,Bayview Village,43.76742,-79.37942,Entire home/apt,89,28,4,2023-10-10,0.05,11,236,0,STR-2011-FZRRVD
4492200,Kashaneh One Bedroom Apartment,12033867,1462580893959340534,Mahsa,,Bayview Village,43.76542,-79.37823,Entire home/apt,89,28,4,2021-08-01,0.03,11,112,0,STR-2010-FQXRVC
28302120,Green Room,64371515,1462766305224971249,Seyed Sadegh,,Bayview Village,43.77483,-79.3792,Entire home/apt,86,28,17,2026-02-02,0.2,1,364,3,STR-2110-GLTHHG
2571251,Private Rooms w/t Shared Kitchen Bathrooms Laundry,13165498,1462904810959549033,Albena,,Bayview Village,43.76667,-79.37645,Private room,64,28,18,2023-11-03,0.13,3,90,0,STR-2302-GSJKVT
7734057,Spacious 1 Bedroom Basement Apt,40644973,1465605489808449510,Sedi,,Bayview Village,43.77713,-79.37977,Entire home/apt,32,60,11,2016-10-11,0.08,1,317,0,
8322430,"New Luxury 1+1 bed 2 bath condo, steps to subway",43873420,1465651689491913403,Jinous,,Bayview Village,43.77006,-79.36788,Entire home/apt,635,30,15,2020-07-24,0.19,1,83,0,
31669112,Luxury Penthouse Private Room - Female Only,141163018,1468395207569505487,Salva,,Bayview Village,43.76672,-79.37271,Private room,107,28,4,2020-01-28,0.05,1,364,0,
32638075,Private bedroom with kitchen and amazing views,160007255,1468556822919089048,Xiujuan,,Bayview Village,43.77761,-79.38218,Private room,78,28,377,2026-04-26,4.29,2,248,3,STR-2204-JGSHHM
31168542,Cozy and comfortable suite,157792884,1463001687167274388,Zohreh,,Bayview Woods-Steeles,43.79498,-79.38605,Entire home/apt,160,2,8,2019-10-15,0.1,1,344,0,STR-2604-GKFPPS
14006241,Lovely house in a nice safe community,83712276,1467012859799612994,Yangyu,,Bayview Woods-Steeles,43.80392,-79.38476,Entire home/apt,725,2,17,2026-05-05,0.5,1,319,1,STR-2305-GXCRVV
21505313,North York Luxury Suite Side door entrance,128284514,1468288273898078119,Jianqin,,Bayview Woods-Steeles,43.80384,-79.37876,Private room,147,28,142,2022-12-07,1.36,6,90,0,STR-2012-FGQPHB
18489992,"North York Luxury Rm+Private-Ensuite, FridgeTVDeck",128284514,1468288273898078119,Jianqin,,Bayview Woods-Steeles,43.80233,-79.37896,Private room,98,28,191,2022-11-27,1.76,6,90,0,STR-2012-FGQPHB
18489228,North York Luxury-Ensuite with Private fullkitchen,128284514,1468288273898078119,Jianqin,,Bayview Woods-Steeles,43.80393,-79.37902,Private room,98,28,168,2022-11-05,1.52,6,90,0,STR-2012-FGQPHB
